2023-06-06 17:47:27 INFO  [springAppName_IS_UNDEFINED,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$284781e0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 17:47:40 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 17:47:40 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@341c6ac2' of type [org.springframework.security.oauth2.provider.expression.OAuth2MethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 17:47:40 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration$$EnhancerBySpringCGLIB$$c9afe9cf] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 17:47:40 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 17:47:40 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$c2d7ee3] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 17:47:40 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$284781e0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 17:47:40 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.sleuth.instrument.web.client.TraceWebClientAutoConfiguration$TraceOAuthConfiguration' of type [org.springframework.cloud.sleuth.instrument.web.client.TraceWebClientAutoConfiguration$TraceOAuthConfiguration$$EnhancerBySpringCGLIB$$512a1142] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 17:47:40 INFO  [FEBS-Server-System,,,] main org.springframework.boot.web.embedded.tomcat.TomcatWebServer Tomcat initialized with port(s): 8201 (http)
2023-06-06 17:47:40 INFO  [FEBS-Server-System,,,] main org.apache.coyote.http11.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8201"]
2023-06-06 17:47:40 INFO  [FEBS-Server-System,,,] main org.apache.catalina.core.StandardService Starting service [Tomcat]
2023-06-06 17:47:40 INFO  [FEBS-Server-System,,,] main org.apache.catalina.core.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.21]
2023-06-06 17:47:41 INFO  [FEBS-Server-System,,,] main org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring embedded WebApplicationContext
2023-06-06 17:47:41 INFO  [FEBS-Server-System,,,] main org.springframework.web.context.ContextLoader Root WebApplicationContext: initialization completed in 3472 ms
2023-06-06 17:47:41 INFO  [FEBS-Server-System,,,] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2023-06-06 17:47:41 INFO  [FEBS-Server-System,,,] main com.netflix.config.DynamicPropertyFactory DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@5e24592e
2023-06-06 17:47:41 INFO  [FEBS-Server-System,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 动态数据源-检测到并开启了p6spy
2023-06-06 17:47:41 INFO  [FEBS-Server-System,,,] main com.zaxxer.hikari.HikariDataSource base - Starting...
2023-06-06 17:47:42 INFO  [FEBS-Server-System,,,] main com.zaxxer.hikari.HikariDataSource base - Start completed.
2023-06-06 17:47:42 INFO  [FEBS-Server-System,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 初始共加载 1 个数据源
2023-06-06 17:47:42 INFO  [FEBS-Server-System,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 动态数据源-加载 base 成功
2023-06-06 17:47:42 INFO  [FEBS-Server-System,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 当前的默认数据源是单数据源，数据源名为 base
2023-06-06 17:47:43 INFO  [FEBS-Server-System,,,] main org.springframework.boot.actuate.endpoint.web.ServletEndpointRegistrar Registered '/actuator/jolokia' to jolokia-actuator-endpoint
2023-06-06 17:47:45 INFO  [FEBS-Server-System,,,] main org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver Exposing 20 endpoint(s) beneath base path '/actuator'
2023-06-06 17:47:46 INFO  [FEBS-Server-System,,,] main springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2023-06-06 17:47:46 INFO  [FEBS-Server-System,,,] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2023-06-06 17:47:47 INFO  [FEBS-Server-System,,,] main org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor'
2023-06-06 17:47:48 INFO  [FEBS-Server-System,,,] main org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler Initializing ExecutorService
2023-06-06 17:47:50 INFO  [FEBS-Server-System,,,] main org.springframework.security.web.DefaultSecurityFilterChain Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@74691677, org.springframework.security.web.context.SecurityContextPersistenceFilter@561c031, org.springframework.security.web.header.HeaderWriterFilter@27e656e6, org.springframework.security.web.authentication.logout.LogoutFilter@7d836c4a, org.springframework.security.oauth2.provider.authentication.OAuth2AuthenticationProcessingFilter@2111d7b9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@20cf3ab3, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@470ad01c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3314f179, org.springframework.security.web.session.SessionManagementFilter@757f47f0, org.springframework.security.web.access.ExceptionTranslationFilter@211cf27b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@600b3bee]
2023-06-06 17:47:52 INFO  [FEBS-Server-System,,,] main org.springframework.cloud.netflix.eureka.InstanceInfoFactory Setting initial instance status as: STARTING
2023-06-06 17:47:52 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.DiscoveryClient Initializing Eureka in region us-east-1
2023-06-06 17:47:52 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON encoding codec LegacyJacksonJson
2023-06-06 17:47:52 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON decoding codec LegacyJacksonJson
2023-06-06 17:47:52 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML encoding codec XStreamXml
2023-06-06 17:47:52 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML decoding codec XStreamXml
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.DiscoveryClient Disable delta property : false
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.DiscoveryClient Single vip registry refresh property : null
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.DiscoveryClient Force full registry fetch : false
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.DiscoveryClient Application is null : false
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.DiscoveryClient Registered Applications size is zero : true
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.DiscoveryClient Application version is -1: true
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.DiscoveryClient Getting all instance registry info from the eureka server
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.DiscoveryClient The response status is 200
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.DiscoveryClient Starting heartbeat executor: renew interval is: 20
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.InstanceInfoReplicator InstanceInfoReplicator onDemand update allowed rate per min is 4
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.DiscoveryClient Discovery Client initialized at timestamp 1686044873795 with initial instances count: 0
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry Registering application FEBS-SERVER-SYSTEM with eureka with status UP
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main com.netflix.discovery.DiscoveryClient Saw local status change event StatusChangeEvent [timestamp=1686044873844, current=UP, previous=STARTING]
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] DiscoveryClient-InstanceInfoReplicator-0 com.netflix.discovery.DiscoveryClient DiscoveryClient_FEBS-SERVER-SYSTEM/192.168.0.47:FEBS-Server-System:8201: registering service...
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Context refreshed
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] main springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper Found 1 custom documentation plugin(s)
2023-06-06 17:47:53 INFO  [FEBS-Server-System,,,] DiscoveryClient-InstanceInfoReplicator-0 com.netflix.discovery.DiscoveryClient DiscoveryClient_FEBS-SERVER-SYSTEM/192.168.0.47:FEBS-Server-System:8201 - registration status: 204
2023-06-06 17:47:54 INFO  [FEBS-Server-System,,,] main springfox.documentation.spring.web.scanners.ApiListingReferenceScanner Scanning for api listing references
2023-06-06 17:47:54 INFO  [FEBS-Server-System,,,] main org.apache.coyote.http11.Http11NioProtocol Starting ProtocolHandler ["http-nio-8201"]
2023-06-06 17:47:54 INFO  [FEBS-Server-System,,,] main org.springframework.boot.web.embedded.tomcat.TomcatWebServer Tomcat started on port(s): 8201 (http) with context path ''
2023-06-06 17:47:54 INFO  [FEBS-Server-System,,,] main org.springframework.cloud.netflix.eureka.serviceregistry.EurekaAutoServiceRegistration Updating port to 8201
2023-06-06 17:47:54 INFO  [FEBS-Server-System,,,] main com.ktb.febsserversystem.FebsServerSystemApplication Started FebsServerSystemApplication in 39.196 seconds (JVM running for 45.145)
2023-06-06 17:47:55 INFO  [FEBS-Server-System,,,] RMI TCP Connection(14)-192.168.0.47 org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-06 17:47:55 INFO  [FEBS-Server-System,,,] RMI TCP Connection(14)-192.168.0.47 org.springframework.web.servlet.DispatcherServlet Initializing Servlet 'dispatcherServlet'
2023-06-06 17:47:55 INFO  [FEBS-Server-System,,,] RMI TCP Connection(14)-192.168.0.47 org.springframework.web.servlet.DispatcherServlet Completed initialization in 50 ms
2023-06-06 17:47:55 INFO  [FEBS-Server-System,33aacc7f2357d966,33aacc7f2357d966,false] parallel-1 io.lettuce.core.EpollProvider Starting without optional epoll library
2023-06-06 17:47:55 INFO  [FEBS-Server-System,33aacc7f2357d966,33aacc7f2357d966,false] parallel-1 io.lettuce.core.KqueueProvider Starting without optional kqueue library
2023-06-06 17:48:14 INFO  [FEBS-Server-System,,,] registrationTask1 de.codecentric.boot.admin.client.registration.ApplicationRegistrator Application registered itself as 48dba1b94ff3
2023-06-06 17:48:23 INFO  [FEBS-Server-System,,,] DiscoveryClient-CacheRefreshExecutor-0 com.netflix.discovery.DiscoveryClient Disable delta property : false
2023-06-06 17:48:23 INFO  [FEBS-Server-System,,,] DiscoveryClient-CacheRefreshExecutor-0 com.netflix.discovery.DiscoveryClient Single vip registry refresh property : null
2023-06-06 17:48:23 INFO  [FEBS-Server-System,,,] DiscoveryClient-CacheRefreshExecutor-0 com.netflix.discovery.DiscoveryClient Force full registry fetch : false
2023-06-06 17:48:23 INFO  [FEBS-Server-System,,,] DiscoveryClient-CacheRefreshExecutor-0 com.netflix.discovery.DiscoveryClient Application is null : false
2023-06-06 17:48:23 INFO  [FEBS-Server-System,,,] DiscoveryClient-CacheRefreshExecutor-0 com.netflix.discovery.DiscoveryClient Registered Applications size is zero : true
2023-06-06 17:48:23 INFO  [FEBS-Server-System,,,] DiscoveryClient-CacheRefreshExecutor-0 com.netflix.discovery.DiscoveryClient Application version is -1: false
2023-06-06 17:48:23 INFO  [FEBS-Server-System,,,] DiscoveryClient-CacheRefreshExecutor-0 com.netflix.discovery.DiscoveryClient Getting all instance registry info from the eureka server
2023-06-06 17:48:23 INFO  [FEBS-Server-System,,,] DiscoveryClient-CacheRefreshExecutor-0 com.netflix.discovery.DiscoveryClient The response status is 200
2023-06-06 17:52:53 INFO  [FEBS-Server-System,,,] AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2023-06-06 17:57:53 INFO  [FEBS-Server-System,,,] AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2023-06-06 18:02:53 INFO  [FEBS-Server-System,,,] AsyncResolver-bootstrap-executor-0 com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2023-06-06 18:03:20 INFO  [FEBS-Server-System,36255f39cd241e26,7d44139e01da25e7,false] http-nio-8201-exec-7 com.ktb.febsserversystem.controller.TestController /hello服务被调用
2023-06-06 18:07:02 INFO  [FEBS-Server-System,,,] Thread-85 org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry Unregistering application FEBS-SERVER-SYSTEM with eureka with status DOWN
2023-06-06 18:07:02 INFO  [FEBS-Server-System,,,] DiscoveryClient-InstanceInfoReplicator-0 com.netflix.discovery.DiscoveryClient DiscoveryClient_FEBS-SERVER-SYSTEM/192.168.0.47:FEBS-Server-System:8201: registering service...
2023-06-06 18:07:02 INFO  [FEBS-Server-System,,,] DiscoveryClient-InstanceInfoReplicator-0 com.netflix.discovery.DiscoveryClient DiscoveryClient_FEBS-SERVER-SYSTEM/192.168.0.47:FEBS-Server-System:8201 - registration status: 204
2023-06-06 18:07:03 INFO  [FEBS-Server-System,,,] Thread-85 org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler Shutting down ExecutorService
2023-06-06 18:07:03 INFO  [FEBS-Server-System,,,] Thread-85 org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor Shutting down ExecutorService 'applicationTaskExecutor'
2023-06-06 18:07:04 INFO  [FEBS-Server-System,,,] Thread-85 com.baomidou.dynamic.datasource.DynamicRoutingDataSource closing dynamicDatasource  ing....
2023-06-06 18:07:04 INFO  [FEBS-Server-System,,,] Thread-85 com.zaxxer.hikari.HikariDataSource base - Shutdown initiated...
2023-06-06 18:07:04 INFO  [FEBS-Server-System,,,] Thread-85 com.zaxxer.hikari.HikariDataSource base - Shutdown completed.
2023-06-06 18:07:04 INFO  [FEBS-Server-System,,,] Thread-85 com.netflix.discovery.DiscoveryClient Shutting down DiscoveryClient ...
2023-06-06 18:07:07 INFO  [FEBS-Server-System,,,] Thread-85 com.netflix.discovery.DiscoveryClient Unregistering ...
2023-06-06 18:07:08 INFO  [FEBS-Server-System,,,] Thread-85 com.netflix.discovery.DiscoveryClient Completed shut down of DiscoveryClient
2023-06-06 18:08:29 INFO  [springAppName_IS_UNDEFINED,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$afcbe924] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 18:08:39 INFO  [FEBS-Server-System,,,] main com.ktb.febsserversystem.FebsServerSystemApplication No active profile set, falling back to default profiles: default
2023-06-06 18:08:42 INFO  [FEBS-Server-System,,,] main org.springframework.data.repository.config.RepositoryConfigurationDelegate Multiple Spring Data modules found, entering strict repository configuration mode!
2023-06-06 18:08:42 INFO  [FEBS-Server-System,,,] main org.springframework.data.repository.config.RepositoryConfigurationDelegate Bootstrapping Spring Data repositories in DEFAULT mode.
2023-06-06 18:08:42 INFO  [FEBS-Server-System,,,] main org.springframework.data.repository.config.RepositoryConfigurationDelegate Finished Spring Data repository scanning in 44ms. Found 0 repository interfaces.
2023-06-06 18:08:43 INFO  [FEBS-Server-System,,,] main org.springframework.cloud.context.scope.GenericScope BeanFactory id=9c538135-4ab4-3c48-ad5a-22ec3467489e
2023-06-06 18:08:43 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'spring.datasource.dynamic-com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 18:08:43 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration$$EnhancerBySpringCGLIB$$fd4056f8] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 18:08:43 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'dsProcessor' of type [com.baomidou.dynamic.datasource.processor.DsHeaderProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 18:08:43 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'dynamicDatasourceAnnotationAdvisor' of type [com.baomidou.dynamic.datasource.aop.DynamicDataSourceAnnotationAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 18:08:43 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration$$EnhancerBySpringCGLIB$$2c5fae61] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 18:08:43 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 18:08:43 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@2a99ca99' of type [org.springframework.security.oauth2.provider.expression.OAuth2MethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 18:08:43 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration$$EnhancerBySpringCGLIB$$51345113] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 18:08:43 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 18:08:43 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$93b1e627] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 18:08:44 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$afcbe924] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 18:08:44 INFO  [FEBS-Server-System,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.sleuth.instrument.web.client.TraceWebClientAutoConfiguration$TraceOAuthConfiguration' of type [org.springframework.cloud.sleuth.instrument.web.client.TraceWebClientAutoConfiguration$TraceOAuthConfiguration$$EnhancerBySpringCGLIB$$d8ae7886] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-06 18:08:45 INFO  [FEBS-Server-System,,,] main org.springframework.boot.web.embedded.tomcat.TomcatWebServer Tomcat initialized with port(s): 8201 (http)
2023-06-06 18:08:45 INFO  [FEBS-Server-System,,,] main org.apache.coyote.http11.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8201"]
2023-06-06 18:08:45 INFO  [FEBS-Server-System,,,] main org.apache.catalina.core.StandardService Starting service [Tomcat]
2023-06-06 18:08:45 INFO  [FEBS-Server-System,,,] main org.apache.catalina.core.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.21]
2023-06-06 18:08:45 INFO  [FEBS-Server-System,,,] main org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring embedded WebApplicationContext
2023-06-06 18:08:45 INFO  [FEBS-Server-System,,,] main org.springframework.web.context.ContextLoader Root WebApplicationContext: initialization completed in 5610 ms
2023-06-06 18:08:46 INFO  [FEBS-Server-System,,,] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2023-06-06 18:08:46 INFO  [FEBS-Server-System,,,] main com.netflix.config.DynamicPropertyFactory DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@63a84bb6
2023-06-06 18:08:47 INFO  [FEBS-Server-System,,,] main com.baomidou.dynamic.datasource.DynamicRoutingDataSource 动态数据源-检测到并开启了p6spy
